~;↷;↶;0 °;2 °;4 °;6 °;8 °;10 °;12 °;14 °;16 °;18 °;20 °;22 °;24 °;26 °;28 °;30 °;32 °;34 °;36 °;38 °;40 °;42 °;44 °;46 °;48 °;50 °;52 °;54 °;56 °;58 °;60 °;62 °;64 °;66 °;68 °;70 °;72 °;74 °;76 °;78 °;80 °;82 °;84 °;86 °;88 °;90 °;↷;↶;
9.2;10;40;31 35°;32 35°;32 34°;33 34°;33 33°;34 34°;34 33°;35 33°;35 32°;36 33°;36 32°;37 34°;37 33°;38 35°;38 35°;38 35°;39 37°;39 37°;39 38°;40 41°;40 42°;40 44°;40 45°;40 47°;40 50°;40 52°;39 53°;39 56°;38 57°;38 61°;37 63°;36 65°;35 67°;34 70°;33 72°;31 73°;30 76°;28 77°;26 79°;24 81°;22 82°;19 83°;17 85°;15 87°;13 89°;11 90°;10;40
8.4;11;39;31 34°;32 34°;32 33°;33 33°;33 32°;34 32°;34 31°;35 32°;35 31°;36 32°;36 31°;37 32°;37 32°;37 31°;38 33°;38 33°;39 35°;39 35°;39 36°;40 39°;40 40°;40 42°;40 43°;40 45°;40 48°;40 50°;40 53°;39 54°;39 57°;38 59°;37 61°;37 65°;36 67°;35 70°;33 71°;32 73°;30 75°;29 77°;27 79°;25 81°;23 82°;20 83°;18 85°;16 87°;14 89°;12 90°;11;39
7.6;12;38;31 33°;31 31°;32 31°;32 30°;33 30°;33 29°;34 30°;34 28°;35 29°;35 28°;36 29°;36 28°;37 30°;37 29°;38 31°;38 31°;38 31°;39 33°;39 34°;39 35°;40 38°;40 40°;40 41°;40 43°;40 45°;40 48°;40 51°;39 52°;39 55°;38 57°;38 61°;37 63°;36 65°;35 68°;34 71°;33 73°;31 75°;29 76°;28 79°;26 81°;23 81°;21 83°;19 85°;17 87°;15 89°;13 90°;12;38
6.7;13;37;31 31°;31 30°;32 30°;32 28°;33 29°;33 27°;34 28°;34 27°;35 27°;35 26°;36 27°;36 27°;37 28°;37 27°;37 27°;38 29°;38 29°;39 31°;39 32°;39 33°;40 36°;40 37°;40 39°;40 41°;40 43°;40 46°;40 49°;40 52°;39 53°;39 57°;38 59°;37 61°;37 65°;36 68°;35 71°;33 72°;32 75°;30 76°;28 78°;26 79°;24 81°;22 83°;20 85°;18 87°;16 89°;14 90°;13;37
5.9;14;36;30 28°;31 28°;31 27°;32 27°;32 26°;33 26°;33 25°;34 25°;34 24°;35 25°;35 24°;36 25°;36 24°;37 26°;37 25°;38 27°;38 27°;38 27°;39 30°;39 30°;39 31°;40 35°;40 37°;40 38°;40 41°;40 43°;40 46°;40 50°;39 51°;39 55°;38 57°;38 61°;37 64°;36 66°;35 69°;34 72°;32 73°;31 76°;29 78°;27 79°;25 81°;23 83°;21 85°;19 87°;17 89°;15 90°;14;36
5.0;15;35;30 27°;31 27°;31 25°;32 25°;32 24°;33 24°;33 23°;34 23°;34 22°;35 23°;35 22°;36 23°;36 22°;36 21°;37 23°;37 23°;38 25°;38 25°;39 27°;39 28°;39 29°;40 32°;40 34°;40 36°;40 38°;40 41°;40 44°;40 47°;40 51°;39 52°;39 57°;38 59°;37 61°;37 66°;36 69°;34 70°;33 73°;32 76°;30 78°;28 79°;26 81°;24 83°;22 85°;20 87°;18 89°;16 90°;15;35
4.2;16;34;30 25°;30 23°;31 24°;31 22°;32 22°;32 21°;33 21°;33 20°;34 20°;34 19°;35 20°;35 19°;36 20°;36 19°;37 21°;37 20°;38 22°;38 22°;38 22°;39 25°;39 26°;39 27°;40 31°;40 33°;40 35°;40 38°;40 41°;40 44°;40 48°;40 52°;39 54°;39 59°;38 61°;37 64°;36 67°;35 70°;34 73°;32 74°;31 78°;29 79°;27 81°;25 83°;23 85°;21 87°;19 89°;17 90°;16;34
3.5;17;33;29 22°;30 22°;30 20°;31 20°;31 19°;32 19°;32 17°;33 18°;33 16°;34 17°;34 16°;35 17°;35 16°;36 17°;36 16°;37 18°;37 17°;38 20°;38 20°;39 23°;39 23°;39 24°;40 28°;40 30°;40 32°;40 35°;40 38°;40 41°;40 45°;40 50°;39 51°;39 56°;38 59°;37 61°;37 67°;35 68°;34 71°;33 74°;31 76°;30 79°;28 81°;26 83°;24 85°;22 87°;20 89°;18 90°;17;33
2.8;18;32;29 20°;29 18°;30 18°;30 17°;31 17°;31 15°;32 15°;32 14°;33 14°;33 13°;34 14°;34 12°;35 13°;35 12°;36 14°;36 13°;37 15°;37 14°;38 17°;38 17°;39 20°;39 21°;39 22°;40 27°;40 29°;40 31°;40 34°;40 38°;40 42°;40 46°;40 51°;39 53°;39 59°;38 61°;37 64°;36 68°;35 71°;34 74°;32 76°;30 78°;29 81°;27 83°;25 85°;23 87°;21 89°;19 90°;18;32
2.2;19;31;28 16°;29 16°;29 15°;30 15°;30 13°;31 13°;31 12°;32 12°;32 10°;33 11°;33 9°;34 10°;34 9°;35 10°;35 9°;36 10°;36 10°;37 12°;37 11°;38 14°;38 14°;39 18°;39 19°;40 24°;40 25°;40 28°;40 31°;40 34°;40 38°;40 43°;40 48°;39 50°;39 56°;38 58°;38 64°;37 68°;35 69°;34 72°;33 76°;31 78°;30 81°;28 83°;26 85°;24 87°;22 89°;20 90°;19;31
1.6;20;30;28 15°;28 13°;29 13°;29 11°;30 11°;30 9°;31 10°;31 8°;32 8°;32 7°;33 7°;33 6°;34 7°;35 8°;35 6°;36 8°;36 7°;37 9°;37 8°;38 11°;38 11°;39 15°;39 15°;39 16°;40 22°;40 24°;40 27°;40 30°;40 34°;40 39°;40 44°;40 50°;39 52°;39 58°;38 62°;37 65°;36 69°;35 72°;34 76°;32 78°;30 79°;29 83°;27 85°;25 87°;23 89°;21 90°;20;30
1.2;21;29;27 11°;28 11°;28 9°;29 9°;29 7°;30 7°;30 5°;31 6°;31 4°;32 4°;33 5°;33 3°;34 4°;34 3°;35 4°;35 3°;36 4°;36 3°;37 5°;37 5°;38 8°;38 8°;39 12°;39 12°;40 18°;40 20°;40 22°;41 30°;41 34°;41 39°;40 40°;40 46°;40 52°;39 55°;39 62°;38 65°;37 69°;36 72°;34 74°;33 78°;31 79°;29 81°;28 85°;26 87°;24 89°;22 90°;21;29
0.8;22;28;27 9°;28 9°;28 7°;29 7°;29 5°;29 3°;30 3°;31 4°;31 2°;32 2°;32 0°;33 1°;33 -1°;34 0°;34 -1°;35 0°;35 -1°;36 0°;36 -1°;37 2°;38 4°;38 4°;39 8°;39 8°;40 14°;40 15°;40 18°;41 26°;41 30°;41 34°;41 40°;40 41°;40 48°;40 55°;39 58°;38 62°;37 65°;36 69°;35 74°;34 78°;32 79°;30 81°;29 85°;27 87°;25 89°;23 90°;22;28
0.5;23;27;27 7°;27 5°;28 5°;28 3°;29 3°;29 1°;30 1°;30 -1°;31 0°;31 -2°;32 -2°;32 -4°;33 -3°;33 -5°;34 -4°;34 -5°;35 -4°;35 -5°;36 -4°;37 -2°;37 -2°;38 1°;38 0°;39 4°;40 9°;40 11°;40 13°;41 21°;41 25°;41 29°;41 35°;41 41°;41 48°;40 50°;40 58°;39 62°;38 65°;37 69°;36 74°;34 75°;33 79°;31 81°;29 83°;28 87°;26 89°;24 90°;23;27
0.4;24;26;26 3°;27 3°;27 1°;27 -1°;28 -1°;29 -1°;29 -3°;30 -3°;30 -5°;31 -4°;31 -6°;32 -6°;32 -8°;33 -7°;33 -9°;34 -8°;35 -7°;35 -8°;36 -7°;36 -8°;37 -6°;38 -3°;38 -4°;39 0°;39 1°;40 6°;40 8°;41 16°;41 19°;41 24°;41 29°;41 35°;41 43°;41 50°;40 53°;39 57°;39 65°;38 69°;37 74°;35 75°;34 79°;32 81°;30 83°;28 85°;27 89°;25 90°;24;26
0.3;25;25;26 1°;26 -1°;26 -3°;27 -3°;27 -5°;28 -5°;29 -5°;29 -7°;30 -7°;30 -9°;31 -8°;31 -10°;32 -10°;32 -12°;33 -11°;33 -13°;34 -12°;35 -11°;35 -13°;36 -11°;37 -9°;37 -10°;38 -7°;39 -4°;39 -4°;40 1°;41 8°;41 10°;41 13°;42 24°;42 29°;42 35°;42 43°;41 45°;41 53°;40 57°;39 61°;38 66°;37 70°;36 75°;35 79°;33 81°;31 83°;29 85°;28 89°;26 90°;25;25
0.4;26;24;27 1°;27 -1°;27 -3°;27 -5°;27 -7°;28 -7°;28 -9°;29 -9°;29 -11°;30 -11°;30 -13°;31 -13°;31 -14°;32 -14°;32 -16°;33 -15°;34 -15°;34 -17°;35 -15°;36 -14°;36 -16°;37 -14°;38 -11°;39 -8°;39 -8°;40 -3°;41 3°;41 4°;42 13°;42 17°;42 23°;42 29°;42 37°;42 45°;41 48°;41 57°;40 61°;39 66°;38 70°;37 75°;35 76°;34 81°;32 83°;30 85°;28 86°;27 90°;26;24
0.5;27;23;28 1°;28 -1°;28 -3°;28 -5°;28 -7°;28 -9°;28 -11°;28 -13°;29 -13°;29 -15°;30 -15°;30 -17°;31 -17°;31 -19°;32 -18°;33 -18°;33 -20°;34 -19°;35 -18°;35 -20°;36 -19°;37 -17°;38 -15°;39 -12°;39 -12°;40 -8°;41 -3°;42 4°;42 7°;43 17°;43 23°;43 29°;43 37°;43 45°;42 48°;42 57°;41 61°;40 66°;39 70°;38 75°;36 76°;35 81°;33 83°;31 85°;29 86°;28 90°;27;23
0.8;28;22;29 1°;29 -1°;29 -3°;29 -5°;29 -7°;29 -9°;29 -11°;29 -13°;29 -15°;29 -17°;29 -19°;30 -19°;30 -21°;31 -21°;32 -21°;32 -23°;33 -22°;34 -22°;34 -24°;35 -23°;36 -22°;37 -20°;38 -18°;39 -16°;39 -17°;40 -13°;41 -8°;42 -1°;43 7°;43 11°;44 23°;44 29°;44 37°;43 38°;43 48°;42 51°;42 61°;41 66°;40 70°;39 75°;37 76°;36 81°;34 83°;32 85°;30 86°;29 90°;28;22
1.2;29;21;30 1°;30 -1°;30 -3°;30 -5°;30 -7°;30 -9°;30 -11°;30 -13°;30 -15°;30 -17°;30 -19°;30 -21°;30 -23°;31 -23°;31 -25°;32 -25°;33 -25°;33 -26°;34 -26°;35 -25°;36 -24°;37 -23°;38 -22°;39 -19°;40 -17°;40 -17°;41 -13°;42 -7°;43 1°;44 11°;44 15°;45 29°;45 37°;44 38°;44 48°;43 51°;42 56°;42 66°;41 70°;39 71°;38 76°;37 81°;35 83°;33 85°;31 86°;30 90°;29;21
1.6;30;20;31 1°;31 -1°;31 -3°;31 -5°;31 -7°;31 -9°;31 -11°;31 -13°;31 -15°;31 -17°;31 -19°;31 -21°;31 -23°;31 -25°;31 -27°;32 -27°;32 -29°;33 -29°;34 -28°;35 -28°;36 -27°;37 -26°;38 -25°;39 -23°;40 -21°;41 -17°;42 -13°;43 -7°;44 1°;45 11°;46 23°;46 29°;46 37°;45 38°;45 48°;44 51°;43 56°;43 66°;41 66°;40 71°;39 76°;38 81°;36 83°;34 85°;32 86°;31 90°;30;20
2.2;31;19;32 1°;32 -1°;32 -3°;32 -5°;32 -7°;32 -9°;32 -11°;32 -13°;32 -15°;32 -17°;32 -19°;32 -21°;32 -23°;32 -25°;32 -27°;32 -29°;32 -31°;33 -31°;34 -31°;35 -30°;36 -30°;37 -29°;38 -28°;39 -26°;40 -24°;41 -22°;43 -13°;44 -7°;46 7°;;49 35°;48 35°;47 37°;47 45°;46 48°;45 51°;44 56°;43 60°;42 66°;41 71°;40 76°;39 81°;37 83°;35 85°;33 86°;32 90°;31;19
2.8;32;18;33 1°;33 -1°;33 -3°;33 -5°;33 -7°;33 -9°;33 -11°;33 -13°;33 -15°;33 -17°;33 -19°;33 -21°;33 -23°;33 -25°;33 -27°;33 -29°;33 -31°;33 -33°;34 -33°;35 -33°;36 -32°;37 -32°;38 -31°;39 -30°;40 -28°;42 -22°;44 -13°;;;;;;;49 50°;48 53°;47 57°;46 61°;45 66°;43 66°;42 71°;41 76°;40 81°;38 83°;36 85°;34 86°;33 90°;32;18
3.5;33;17;34 1°;34 -1°;34 -3°;34 -5°;34 -7°;34 -9°;34 -11°;34 -13°;34 -15°;34 -17°;34 -19°;34 -21°;34 -23°;34 -25°;34 -27°;34 -29°;34 -31°;34 -33°;34 -35°;35 -35°;36 -35°;37 -34°;38 -34°;39 -33°;41 -28°;44 -17°;;;;;;;;;50 58°;48 57°;47 61°;46 66°;45 70°;43 71°;42 76°;41 81°;39 83°;37 85°;35 86°;34 90°;33;17
4.2;34;16;35 1°;35 -1°;35 -3°;35 -5°;35 -7°;35 -9°;35 -11°;35 -13°;35 -15°;35 -17°;35 -19°;35 -21°;35 -23°;35 -25°;35 -27°;35 -29°;35 -31°;35 -33°;35 -35°;35 -37°;36 -37°;37 -37°;38 -36°;40 -33°;43 -24°;;;;;;;;;;;;49 65°;47 66°;46 70°;44 71°;43 76°;42 81°;40 83°;38 85°;36 86°;35 90°;34;16
5.0;35;15;36 1°;36 -1°;36 -3°;36 -5°;36 -7°;36 -9°;36 -11°;36 -13°;36 -15°;36 -17°;36 -19°;36 -21°;36 -23°;36 -25°;36 -27°;36 -29°;36 -31°;36 -33°;36 -35°;36 -37°;36 -39°;37 -39°;39 -36°;41 -33°;;;;;;;;;;;;;;49 69°;47 70°;46 75°;44 76°;43 81°;41 83°;39 85°;37 86°;36 90°;35;15
5.9;36;14;37 1°;37 -1°;37 -3°;37 -5°;37 -7°;37 -9°;37 -11°;37 -13°;37 -15°;37 -17°;37 -19°;37 -21°;37 -23°;37 -25°;37 -27°;37 -29°;37 -31°;37 -33°;37 -35°;37 -37°;37 -39°;38 -39°;40 -36°;;;;;;;;;;;;;;;;48 70°;47 75°;45 76°;44 81°;42 83°;40 85°;38 86°;37 90°;36;14
6.7;37;13;38 1°;38 -1°;38 -3°;38 -5°;38 -7°;38 -9°;38 -11°;38 -13°;38 -15°;38 -17°;38 -19°;38 -21°;38 -23°;38 -25°;38 -27°;38 -29°;38 -31°;38 -33°;38 -35°;38 -37°;38 -39°;39 -39°;;;;;;;;;;;;;;;;;50 74°;48 75°;46 76°;45 81°;43 83°;41 85°;39 86°;38 90°;37;13
7.6;38;12;39 1°;39 -1°;39 -3°;39 -5°;39 -7°;39 -9°;39 -11°;39 -13°;39 -15°;39 -17°;39 -19°;39 -21°;39 -23°;39 -25°;39 -27°;39 -29°;39 -31°;39 -33°;39 -35°;39 -37°;39 -39°;;;;;;;;;;;;;;;;;;;49 75°;48 79°;46 81°;44 83°;42 85°;40 86°;39 90°;38;12
8.4;39;11;40 1°;40 -1°;40 -3°;40 -5°;40 -7°;40 -9°;40 -11°;40 -13°;40 -15°;40 -17°;40 -19°;40 -21°;40 -23°;40 -25°;40 -27°;40 -29°;40 -31°;40 -33°;40 -35°;40 -37°;;;;;;;;;;;;;;;;;;;;;49 79°;47 81°;45 83°;43 85°;41 86°;40 90°;39;11
9.2;40;10;41 1°;41 -1°;41 -3°;41 -5°;41 -7°;41 -9°;41 -11°;41 -13°;41 -15°;41 -17°;41 -19°;41 -21°;41 -23°;41 -25°;41 -27°;41 -29°;41 -31°;41 -33°;41 -35°;;;;;;;;;;;;;;;;;;;;;;50 79°;48 81°;46 83°;44 85°;42 86°;41 90°;40;10
9.9;41;9;42 1°;42 -1°;42 -3°;42 -5°;42 -7°;42 -9°;42 -11°;42 -13°;42 -15°;42 -17°;42 -19°;42 -21°;42 -23°;42 -25°;42 -27°;42 -29°;42 -31°;42 -33°;;;;;;;;;;;;;;;;;;;;;;;;49 81°;47 83°;45 85°;43 86°;42 90°;41;9
10.6;42;8;43 1°;43 -1°;43 -3°;43 -5°;43 -7°;43 -9°;43 -11°;43 -13°;43 -15°;43 -17°;43 -19°;43 -21°;43 -23°;43 -25°;43 -27°;43 -29°;;;;;;;;;;;;;;;;;;;;;;;;;;;48 83°;46 85°;44 86°;43 90°;42;8
11.2;43;7;44 1°;44 -1°;44 -3°;44 -5°;44 -7°;44 -9°;44 -11°;44 -13°;44 -15°;44 -17°;44 -19°;44 -21°;44 -23°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 85°;47 85°;45 86°;44 90°;43;7
11.6;44;6;45 1°;45 -1°;45 -3°;45 -5°;45 -7°;45 -9°;45 -11°;45 -13°;45 -15°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 87°;47 89°;45 90°;44;6
11.9;45;5;46 1°;46 -1°;46 -3°;46 -5°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 87°;48 89°;46 90°;45;5
12.0;46;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 89°;47 90°;46;4
11.9;47;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 89°;48 90°;47;3
11.5;48;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 90°;48;2
10.9;49;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 90°;49;1
10.0;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0
