~;↷;↶;0 °;2 °;4 °;6 °;8 °;10 °;12 °;14 °;16 °;18 °;20 °;22 °;24 °;26 °;28 °;30 °;32 °;34 °;36 °;38 °;40 °;42 °;44 °;46 °;48 °;50 °;52 °;54 °;56 °;58 °;60 °;62 °;64 °;66 °;68 °;70 °;72 °;74 °;76 °;78 °;80 °;82 °;84 °;86 °;88 °;90 °;↷;↶;
8.8;10;40;11 1°;11 -1°;11 -3°;11 -5°;11 -7°;11 -9°;11 -11°;11 -13°;11 -15°;11 -17°;11 -19°;11 -21°;14 -17°;20 -5°;24 4°;28 13°;31 20°;33 25°;35 30°;37 35°;38 38°;38 40°;39 43°;39 45°;38 45°;38 48°;38 51°;37 52°;36 53°;35 55°;34 57°;33 59°;32 61°;31 64°;29 64°;28 68°;26 69°;25 72°;23 74°;22 78°;20 79°;18 81°;16 83°;14 85°;12 86°;11 90°;10;40
9.3;11;39;12 1°;12 -1°;12 -3°;12 -5°;12 -7°;12 -9°;12 -11°;12 -13°;12 -15°;12 -17°;12 -19°;13 -19°;19 -8°;24 3°;29 14°;32 20°;35 27°;37 31°;38 34°;40 39°;40 40°;41 44°;41 45°;41 47°;41 50°;40 50°;40 53°;39 54°;38 55°;37 57°;36 59°;35 61°;33 61°;32 64°;31 67°;29 68°;28 71°;26 72°;24 74°;23 78°;21 79°;19 81°;17 83°;15 85°;13 86°;12 90°;11;39
9.6;12;38;13 1°;13 -1°;13 -3°;13 -5°;13 -7°;13 -9°;13 -11°;13 -13°;13 -15°;13 -17°;13 -19°;19 -8°;25 4°;29 12°;33 21°;36 27°;38 31°;40 35°;42 40°;43 43°;43 44°;43 45°;43 47°;43 49°;43 51°;42 52°;41 53°;41 56°;40 57°;38 57°;37 59°;36 61°;35 64°;33 64°;32 67°;30 68°;29 71°;27 72°;25 74°;24 78°;22 79°;20 81°;18 83°;16 85°;14 86°;13 90°;12;38
10.0;13;37;14 1°;14 -1°;14 -3°;14 -5°;14 -7°;14 -9°;14 -11°;14 -13°;14 -15°;14 -17°;18 -11°;25 3°;30 13°;34 21°;37 27°;40 33°;42 37°;44 41°;45 43°;46 46°;46 47°;46 49°;46 50°;45 51°;45 53°;44 54°;43 55°;42 56°;41 57°;40 59°;39 61°;37 61°;36 64°;35 66°;33 67°;31 68°;30 71°;28 72°;27 76°;25 78°;23 79°;21 81°;19 83°;17 85°;15 86°;14 90°;13;37
10.3;14;36;15 1°;15 -1°;15 -3°;15 -5°;15 -7°;15 -9°;15 -11°;15 -13°;15 -15°;18 -11°;24 0°;30 12°;35 22°;39 29°;42 35°;44 38°;46 42°;47 44°;48 46°;49 49°;49 50°;49 52°;48 52°;48 54°;47 55°;46 55°;45 56°;44 58°;43 59°;42 61°;40 61°;39 63°;37 64°;36 66°;34 67°;33 70°;31 71°;29 72°;28 76°;26 78°;24 79°;22 81°;20 83°;18 85°;16 86°;15 90°;14;36
10.6;15;35;16 1°;16 -1°;16 -3°;16 -5°;16 -7°;16 -9°;16 -11°;16 -13°;17 -13°;24 0°;30 12°;36 23°;40 30°;43 35°;46 39°;48 43°;50 46°;;;;;;;50 55°;49 56°;48 57°;47 58°;46 59°;45 61°;43 61°;42 63°;40 63°;39 65°;37 66°;36 69°;34 70°;32 71°;30 72°;29 76°;27 78°;25 79°;23 81°;21 83°;19 85°;17 86°;16 90°;15;35
10.9;16;34;17 1°;17 -1°;17 -3°;17 -5°;17 -7°;17 -9°;17 -11°;17 -13°;24 0°;31 13°;36 22°;41 30°;45 36°;48 41°;;;;;;;;;;;;50 58°;49 59°;48 61°;46 61°;45 62°;43 63°;42 65°;40 65°;38 66°;37 69°;35 70°;33 71°;32 74°;30 76°;28 78°;26 79°;24 81°;22 83°;20 85°;18 86°;17 90°;16;34
11.1;17;33;18 1°;18 -1°;18 -3°;18 -5°;18 -7°;18 -9°;18 -11°;23 -3°;31 12°;37 23°;42 31°;47 38°;50 42°;;;;;;;;;;;;;;;49 61°;48 62°;46 62°;45 64°;43 65°;41 65°;40 68°;38 69°;36 70°;35 73°;33 74°;31 76°;29 78°;27 79°;25 81°;23 83°;21 85°;19 86°;18 90°;17;33
11.3;18;32;19 1°;19 -1°;19 -3°;19 -5°;19 -7°;19 -9°;23 -3°;31 12°;38 24°;44 33°;48 38°;;;;;;;;;;;;;;;;;;50 64°;48 64°;46 64°;45 66°;43 67°;41 68°;39 69°;38 72°;36 73°;34 74°;32 76°;30 78°;28 79°;26 81°;24 83°;22 85°;21 89°;19 90°;18;32
11.5;19;31;20 1°;20 -1°;20 -3°;20 -5°;20 -7°;22 -5°;30 10°;38 23°;45 34°;50 40°;;;;;;;;;;;;;;;;;;;;50 65°;48 66°;46 66°;44 67°;42 68°;41 71°;39 72°;37 73°;35 74°;33 76°;31 78°;29 79°;27 81°;25 83°;23 85°;22 89°;20 90°;19;31
11.7;20;30;21 1°;21 -1°;21 -3°;21 -5°;21 -7°;30 9°;38 23°;45 33°;;;;;;;;;;;;;;;;;;;;;;;49 66°;47 66°;46 69°;44 70°;42 71°;40 72°;38 73°;36 74°;34 76°;32 78°;30 79°;28 81°;26 83°;24 85°;23 89°;21 90°;20;30
11.8;21;29;22 1°;22 -1°;22 -3°;22 -5°;29 7°;38 22°;46 34°;;;;;;;;;;;;;;;;;;;;;;;;;49 68°;47 69°;45 70°;43 71°;41 72°;39 73°;37 74°;35 76°;33 78°;31 79°;29 81°;27 83°;26 87°;24 89°;22 90°;21;29
11.9;22;28;23 1°;23 -1°;23 -3°;29 7°;38 22°;46 34°;;;;;;;;;;;;;;;;;;;;;;;;;;50 68°;48 69°;46 70°;44 71°;42 72°;40 73°;38 74°;36 76°;34 78°;32 79°;30 81°;29 85°;27 87°;25 89°;23 90°;22;28
11.9;23;27;24 1°;24 -1°;28 5°;37 20°;47 35°;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 70°;48 71°;46 72°;44 73°;42 75°;40 76°;38 78°;36 79°;34 81°;32 83°;30 85°;28 87°;26 89°;24 90°;23;27
12.0;24;26;25 1°;27 3°;37 20°;46 33°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 71°;47 72°;45 73°;43 75°;41 76°;39 78°;37 79°;35 81°;33 83°;31 85°;29 87°;27 89°;25 90°;24;26
12.0;25;25;26 1°;36 18°;46 33°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 71°;48 72°;46 73°;44 75°;42 76°;40 78°;38 79°;36 81°;34 83°;32 85°;30 87°;28 89°;26 90°;25;25
12.0;26;24;35 16°;45 31°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 72°;47 73°;45 75°;43 76°;41 78°;39 79°;37 81°;35 83°;33 85°;31 87°;29 89°;27 90°;26;24
11.9;27;23;44 30°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48 73°;46 75°;44 76°;42 78°;40 79°;38 81°;36 83°;34 85°;32 87°;30 89°;28 90°;27;23
11.9;28;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 75°;47 75°;45 76°;43 78°;41 79°;39 81°;37 83°;35 85°;33 87°;31 89°;29 90°;28;22
11.8;29;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 76°;46 76°;44 78°;42 79°;40 81°;38 83°;36 85°;34 87°;32 89°;30 90°;29;21
11.7;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 76°;47 76°;45 78°;43 79°;41 81°;39 83°;37 85°;35 87°;33 89°;31 90°;30;20
11.5;31;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 77°;46 78°;44 79°;42 81°;40 83°;38 85°;36 87°;34 89°;32 90°;31;19
11.3;32;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 77°;47 78°;45 79°;43 81°;41 83°;39 85°;37 87°;35 89°;33 90°;32;18
11.1;33;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 79°;46 79°;44 81°;42 83°;40 85°;38 87°;36 89°;34 90°;33;17
10.9;34;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 79°;47 79°;45 81°;43 83°;41 85°;39 87°;37 89°;35 90°;34;16
10.6;35;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48 79°;46 81°;44 83°;42 85°;40 87°;38 89°;36 90°;35;15
10.3;36;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 79°;47 81°;45 83°;43 85°;41 87°;39 89°;37 90°;36;14
10.0;37;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48 81°;46 83°;44 85°;42 87°;40 89°;38 90°;37;13
9.6;38;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 81°;47 83°;45 85°;43 87°;41 89°;39 90°;38;12
9.3;39;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 81°;48 83°;46 85°;44 87°;42 89°;40 90°;39;11
8.8;40;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 83°;47 85°;45 87°;43 89°;41 90°;40;10
8.4;41;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 83°;48 85°;46 87°;44 89°;42 90°;41;9
8.0;42;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 85°;47 87°;45 89°;43 90°;42;8
7.5;43;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 85°;48 87°;46 89°;44 90°;43;7
6.9;44;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 87°;47 89°;45 90°;44;6
6.4;45;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 87°;48 89°;46 90°;45;5
5.8;46;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 89°;47 90°;46;4
5.2;47;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 89°;48 90°;47;3
4.6;48;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 90°;48;2
3.9;49;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 90°;49;1
3.2;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0
